Fach;LV;Beschreibung;Start date;Start time;End date;End time;Duration;Tags;Studienphase;Semester
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;17.10.19;14:22:00;17.10.19;14:51:56;0:29:56;Nachbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Prepare for lecture;20.10.19;07:30:34;20.10.19;08:39:31;1:08:57;Vorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 3;20.10.19;11:25:41;20.10.19;12:29:04;1:03:23;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 3;20.10.19;10:37:16;20.10.19;11:16:18;0:39:02;Home Assignment;Hauptstudium;WS2019
;Vorbereitung, Planung, Organisation;Wirtschaftspolitik in Österreich (Ergebnisse der WIFO-Forschung) (LV-Nr: 1893) BADELT C.;21.10.19;08:30:00;21.10.19;10:00:00;1:30:00;Vorlesung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Prepare for lecture;21.10.19;12:05:20;21.10.19;13:20:20;1:15:00;Vorbereitung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;21.10.19;10:15:00;21.10.19;11:11:59;0:56:59;Nachbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Kurs I - Introduction to Strategy and Managerial Accounting (LV-Nr: 374) PARSHUKOVA O., KLEIN AL., N.N.;22.10.19;13:30:00;22.10.19;17:00:00;3:30:00;Vorlesung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Prepare for lecture;22.10.19;17:00:00;22.10.19;18:00:00;1:00:00;Nachbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Strategic Thinking and Analysis I (LV-Nr: 1749) GRIMM C.;23.10.19;10:30:52;23.10.19;13:30:54;3:00:02;Vorlesung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Vorlesung;24.10.19;15:00:09;24.10.19;17:00:11;2:00:02;Vorlesung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;nach;24.10.19;08:19:49;24.10.19;09:49:49;1:30:00;Vorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 4;26.10.19;20:24:34;26.10.19;22:39:34;2:15:00;Home Assignment;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;nachbereitung;26.10.19;14:38:51;26.10.19;15:53:51;1:15:00;Vorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 4;27.10.19;08:40:50;27.10.19;11:00:50;2:20:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 4;27.10.19;11:45:03;27.10.19;13:00:03;1:15:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;nachbereitung;27.10.19;16:10:10;27.10.19;17:25:10;1:15:00;Nachbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Kurs I - Introduction to Strategy and Managerial Accounting (LV-Nr: 374) PARSHUKOVA O., KLEIN AL., N.N.;28.10.19;13:30:00;28.10.19;18:00:00;4:30:00;Vorlesung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Prepare for lecture;28.10.19;10:42:00;28.10.19;12:15:55;1:33:55;Nachbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Case study;29.10.19;07:52:50;29.10.19;09:52:50;2:00:00;Group Work;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Strategic Thinking and Analysis I (LV-Nr: 1749) GRIMM C.;30.10.19;10:00:00;30.10.19;13:00:00;3:00:00;Vorlesung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;30.10.19;14:30:00;30.10.19;16:00:00;1:30:00;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 4;30.10.19;07:55:08;30.10.19;09:10:08;1:15:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Strategic Thinking and Analysis I (LV-Nr: 1749) GRIMM C.;30.10.19;10:59:39;30.10.19;10:59:43;0:00:04;Vorlesung;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;31.10.19;09:00:00;31.10.19;12:00:00;3:00:00;Vorlesung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Angewandte Mikroökonomik (LV-Nr: 1689) BREMBERGER F., BREMBERGER C.;31.10.19;15:00:00;31.10.19;17:00:00;2:00:00;Vorlesung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Übungen;31.10.19;13:15:00;31.10.19;14:15:00;1:00:00;Vorbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;nachbereitung;01.11.19;07:41:24;01.11.19;09:15:24;1:34:00;Nachbereitung;Hauptstudium;WS2019
;Vorbereitung, Planung, Organisation;Orga;01.11.19;13:30:30;01.11.19;14:45:30;1:15:00;;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Case study;01.11.19;12:22:32;01.11.19;13:27:58;1:05:26;Group Work;Hauptstudium;WS2019
IfU;Financial Management;recap;01.11.19;19:30:20;01.11.19;20:22:09;0:51:49;Nachbereitung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;recap;01.11.19;19:00:03;01.11.19;19:29:15;0:29:12;Nachbereitung;Hauptstudium;WS2019
English Business Communication;EBC2;recap session;01.11.19;18:20:00;01.11.19;18:48:00;0:28:00;Nachbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 5;02.11.19;08:54:06;02.11.19;10:09:06;1:15:00;Home Assignment;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;homework;03.11.19;12:00:55;03.11.19;12:46:08;0:45:13;Vorbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;homework;03.11.19;14:02:28;03.11.19;14:15:30;0:13:02;Vorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 5;04.11.19;13:03:00;04.11.19;14:18:00;1:15:00;Home Assignment;Hauptstudium;WS2019
English Business Communication;EBC2;Homework;04.11.19;16:14:19;04.11.19;17:29:19;1:15:00;Home Assignment;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;homework;04.11.19;08:18:23;04.11.19;09:26:29;1:08:06;Vorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 5;04.11.19;15:28:00;04.11.19;16:13:39;0:45:39;Home Assignment;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Kurs I - Introduction to Strategy and Managerial Accounting (LV-Nr: 374) PARSHUKOVA O., KLEIN AL., N.N.;05.11.19;13:30:00;05.11.19;17:00:00;3:30:00;Vorlesung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Quiz;05.11.19;12:33:13;05.11.19;13:48:13;1:15:00;Vorbereitung;Hauptstudium;WS2019
English Business Communication;EBC2;LEARN@WU;05.11.19;09:30:31;05.11.19;09:43:38;0:13:07;Nachbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Strategic Thinking and Analysis I (LV-Nr: 1749) GRIMM C.;06.11.19;10:30:00;06.11.19;13:30:00;3:00:00;Vorlesung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;06.11.19;14:30:00;06.11.19;16:00:00;1:30:00;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 5;06.11.19;08:20:24;06.11.19;09:20:32;1:00:08;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 5;06.11.19;09:20:33;06.11.19;09:59:09;0:38:36;Home Assignment;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;07.11.19;09:00:00;07.11.19;12:00:00;3:00:00;Vorlesung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Angewandte Mikroökonomik (LV-Nr: 1689) BREMBERGER F., BREMBERGER C.;07.11.19;15:00:00;07.11.19;17:00:00;2:00:00;Vorlesung;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;08.11.19;10:12:34;08.11.19;13:12:34;3:00:00;Nachbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;blogpost;09.11.19;08:12:42;09.11.19;10:27:42;2:15:00;Home Assignment;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Kurs I - Introduction to Strategy and Managerial Accounting (LV-Nr: 374) PARSHUKOVA O., KLEIN AL., N.N.;09.11.19;13:13:24;09.11.19;14:28:24;1:15:00;Nachbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Kurs I - Introduction to Strategy and Managerial Accounting (LV-Nr: 374) PARSHUKOVA O., KLEIN AL., N.N.;10.11.19;12:53:07;10.11.19;14:08:07;1:15:00;Vorlesung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Kurs I - Introduction to Strategy and Managerial Accounting (LV-Nr: 374) PARSHUKOVA O., KLEIN AL., N.N.;10.11.19;14:08:28;10.11.19;15:23:28;1:15:00;Vorlesung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Kurs I - Introduction to Strategy and Managerial Accounting (LV-Nr: 374) PARSHUKOVA O., KLEIN AL., N.N.;10.11.19;20:09:24;10.11.19;21:10:30;1:01:06;Vorlesung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Kurs I - Introduction to Strategy and Managerial Accounting (LV-Nr: 374) PARSHUKOVA O., KLEIN AL., N.N.;11.11.19;08:51:35;11.11.19;10:30:35;1:39:00;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 6;11.11.19;13:53:29;11.11.19;15:08:29;1:15:00;Home Assignment;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Kurs I - Introduction to Strategy and Managerial Accounting (LV-Nr: 374) PARSHUKOVA O., KLEIN AL., N.N.;12.11.19;13:30:00;12.11.19;17:00:00;3:30:00;Vorlesung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Kurs I - Introduction to Strategy and Managerial Accounting (LV-Nr: 374) PARSHUKOVA O., KLEIN AL., N.N.;12.11.19;08:11:40;12.11.19;09:26:40;1:15:00;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 6;12.11.19;10:54:58;12.11.19;11:39:55;0:44:57;Home Assignment;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Kurs I - Introduction to Strategy and Managerial Accounting (LV-Nr: 374) PARSHUKOVA O., KLEIN AL., N.N.;12.11.19;12:20:12;12.11.19;12:39:17;0:19:05;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Strategic Thinking and Analysis I (LV-Nr: 1749) GRIMM C.;13.11.19;10:00:00;13.11.19;13:00:00;3:00:00;Vorlesung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;13.11.19;14:30:00;13.11.19;16:00:00;1:30:00;Vorlesung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;13.11.19;13:15:00;13.11.19;14:02:53;0:47:53;Vorbereitung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;13.11.19;16:00:02;13.11.19;16:30:02;0:30:00;Vorbereitung;Hauptstudium;WS2019
IfU;Financial Management;Quiz learn;14.11.19;07:15:53;14.11.19;07:30:47;0:14:54;Prüfungsvorbereitung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Prüfungsvorbereitung;16.11.19;18:17:08;16.11.19;19:23:48;1:06:40;Prüfungsvorbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;homework;17.11.19;17:02:42;17.11.19;19:17:42;2:15:00;Home Assignment;Hauptstudium;WS2019
IfU;Financial Management;Stata / linearr regression;17.11.19;11:30:37;17.11.19;13:00:37;1:30:00;Prüfungsvorbereitung;Hauptstudium;WS2019
IfU;Financial Management;Stata / linearr regression;17.11.19;09:50:41;17.11.19;11:05:41;1:15:00;Prüfungsvorbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Case study;18.11.19;11:57:00;18.11.19;13:19:00;1:22:00;Group Work;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;homework;18.11.19;09:01:48;18.11.19;10:16:48;1:15:00;Home Assignment;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;homework;18.11.19;10:24:00;18.11.19;10:57:00;0:33:00;Home Assignment;Hauptstudium;WS2019
IfU;Financial Management;Lerngruppe Leo;19.11.19;14:00:00;19.11.19;17:00:00;3:00:00;Prüfungsvorbereitung;Hauptstudium;WS2019
IfU;Financial Management;Investment;19.11.19;11:50:00;19.11.19;13:19:00;1:29:00;Prüfungsvorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Exam prep;19.11.19;16:51:00;19.11.19;17:51:46;1:00:46;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Strategic Thinking and Analysis I (LV-Nr: 1749) GRIMM C.;20.11.19;10:00:00;20.11.19;12:00:00;2:00:00;Prüfungsvorbereitung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;20.11.19;14:30:00;20.11.19;16:00:00;1:30:00;Vorlesung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Prüfungsvorbereitung;20.11.19;12:30:00;20.11.19;13:59:43;1:29:43;Prüfungsvorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Exam prep;20.11.19;08:10:00;20.11.19;09:10:00;1:00:00;Vorlesung;Hauptstudium;WS2019
IfU;Financial Management;exam;21.11.19;12:30:53;21.11.19;15:00:02;2:29:09;Prüfungsvorbereitung;Hauptstudium;WS2019
IfU;Financial Management;Exam prep;21.11.19;10:43:31;21.11.19;11:58:31;1:15:00;Prüfungsvorbereitung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Prüfungsvorbereitung;21.11.19;07:12:00;21.11.19;08:23:27;1:11:27;Prüfungsvorbereitung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Prüfung;21.11.19;09:00:00;21.11.19;10:00:00;1:00:00;Prüfungsvorbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Case Study;22.11.19;15:26:48;22.11.19;18:41:48;3:15:00;Group Work;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Case Study;22.11.19;12:40:02;22.11.19;14:30:02;1:50:00;Group Work;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Case Study;23.11.19;07:00:24;23.11.19;15:00:26;8:00:02;Group Work;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Case Study;25.11.19;07:48:55;25.11.19;13:00:55;5:12:00;Group Work;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Case Study;25.11.19;16:29:42;25.11.19;17:44:42;1:15:00;Group Work;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Case Study;25.11.19;18:18:58;25.11.19;19:33:58;1:15:00;Group Work;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Case Study;25.11.19;20:21:30;25.11.19;21:36:30;1:15:00;Group Work;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Case Study;25.11.19;19:34:59;25.11.19;19:53:35;0:18:36;Group Work;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;26.11.19;18:00:00;26.11.19;21:00:00;3:00:00;Vorlesung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Case Study;26.11.19;12:00:00;26.11.19;14:00:00;2:00:00;Group Work;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;26.11.19;15:30:00;26.11.19;17:00:00;1:30:00;Vorlesung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Strategic Thinking and Analysis II (LV-Nr: 1750) ABRAHAM D.;27.11.19;11:30:00;27.11.19;14:30:00;3:00:00;Vorlesung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;27.11.19;14:30:00;27.11.19;16:00:00;1:30:00;Vorlesung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;27.11.19;18:00:00;27.11.19;18:30:00;0:30:00;Prüfungsvorbereitung;Hauptstudium;WS2019
BWL;Marketing;Marketing;29.11.19;18:19:00;29.11.19;19:20:00;1:01:00;Vorbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;recap;02.12.19;13:32:30;02.12.19;15:00:34;1:28:04;Nachbereitung;Hauptstudium;WS2019
BWL;Marketing;Marketing;02.12.19;09:30:11;02.12.19;10:30:16;1:00:05;Vorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;Homework;03.12.19;14:32:53;03.12.19;15:55:34;1:22:41;Prüfungsvorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;Homework;03.12.19;17:11:04;03.12.19;18:26:04;1:15:00;Home Assignment;Hauptstudium;WS2019
BWL;Marketing;Marketing (LV-Nr: 232) KASTNER M.;04.12.19;08:00:00;04.12.19;11:00:00;3:00:00;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;Strategic Thinking and Analysis II (LV-Nr: 1750) ABRAHAM D.;04.12.19;11:30:00;04.12.19;14:30:00;3:00:00;Vorlesung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;04.12.19;14:30:00;04.12.19;16:00:00;1:30:00;Vorlesung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Vorlesung;05.12.19;15:00:54;05.12.19;17:00:05;1:59:11;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;HWK1;06.12.19;08:51:24;06.12.19;10:30:24;1:39:00;Home Assignment;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Exam prep;06.12.19;13:44:18;06.12.19;14:59:18;1:15:00;Prüfungsvorbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Exam prep;07.12.19;17:24:43;07.12.19;18:39:43;1:15:00;Prüfungsvorbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Exam prep;07.12.19;16:23:08;07.12.19;17:24:34;1:01:26;Prüfungsvorbereitung;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;09.12.19;18:00:27;09.12.19;21:00:29;3:00:02;Vorlesung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Exam;09.12.19;14:30:01;09.12.19;16:30:07;2:00:06;Prüfungsvorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;HWK1;10.12.19;12:07:58;10.12.19;13:22:58;1:15:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;HWK1;10.12.19;16:00:20;10.12.19;17:15:20;1:15:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;HWK1;10.12.19;13:35:55;10.12.19;14:37:38;1:01:43;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;HWK1;10.12.19;17:18:19;10.12.19;17:31:27;0:13:08;Home Assignment;Hauptstudium;WS2019
BWL;Marketing;Marketing (LV-Nr: 232) KASTNER M.;11.12.19;08:00:00;11.12.19;11:00:00;3:00:00;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;Strategic Thinking and Analysis II (LV-Nr: 1750) ABRAHAM D.;11.12.19;11:30:00;11.12.19;14:30:00;3:00:00;Vorlesung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;11.12.19;14:30:00;11.12.19;16:00:00;1:30:00;Vorlesung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Übungen;12.12.19;09:46:00;12.12.19;14:37:00;4:51:00;Vorbereitung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Angewandte Mikroökonomik (LV-Nr: 1689) BREMBERGER F., BREMBERGER C.;12.12.19;15:00:00;12.12.19;17:00:00;2:00:00;Vorbereitung;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;13.12.19;11:58:14;13.12.19;13:58:19;2:00:05;Vorlesung;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;14.12.19;14:31:37;14.12.19;15:36:18;1:04:41;Vorlesung;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;14.12.19;11:58:27;14.12.19;13:02:44;1:04:17;Vorlesung;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;15.12.19;14:40:24;15.12.19;15:55:24;1:15:00;Vorlesung;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;15.12.19;16:04:00;15.12.19;16:57:51;0:53:51;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;HWK;16.12.19;15:25:08;16.12.19;17:00:08;1:35:00;Home Assignment;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;16.12.19;09:04:38;16.12.19;10:15:18;1:10:40;Vorlesung;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;16.12.19;10:30:38;16.12.19;11:29:43;0:59:05;Vorlesung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Angewandte Mikroökonomik (LV-Nr: 1689) BREMBERGER F., BREMBERGER C.;17.12.19;11:00:35;17.12.19;13:00:35;2:00:00;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;HWK;17.12.19;13:18:02;17.12.19;14:33:02;1:15:00;Home Assignment;Hauptstudium;WS2019
IfU;Financial Management;Kurs II - Financial Management (LV-Nr: 909) KLEIN AL., MANNSBERGER M., N.N.;17.12.19;14:47:14;17.12.19;15:34:17;0:47:03;Vorlesung;Hauptstudium;WS2019
BWL;Marketing;Marketing (LV-Nr: 232) KASTNER M.;18.12.19;08:00:00;18.12.19;11:30:00;3:30:00;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;Strategic Thinking and Analysis II (LV-Nr: 1750) ABRAHAM D.;18.12.19;11:30:00;18.12.19;14:30:00;3:00:00;Vorlesung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;18.12.19;14:30:00;18.12.19;16:00:00;1:30:00;Vorlesung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Übungen;20.12.19;11:06:00;20.12.19;12:06:19;1:00:19;Vorbereitung;Hauptstudium;WS2019
;Vorbereitung, Planung, Organisation;Orga;28.12.19;11:56:00;28.12.19;14:56:00;3:00:00;Vorbereitung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Übungen;28.12.19;16:32:00;28.12.19;17:31:00;0:59:00;Vorbereitung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Übungen;30.12.19;09:29:22;30.12.19;11:05:28;1:36:06;Vorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;HWK;30.12.19;15:32:00;30.12.19;16:32:00;1:00:00;Home Assignment;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Übungen;02.01.20;10:25:00;02.01.20;12:00:00;1:35:00;Vorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;Auctions;02.01.20;12:59:00;02.01.20;13:59:00;1:00:00;Home Assignment;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;02.01.20;19:03:21;02.01.20;19:30:03;0:26:42;Nachbereitung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Übungen;03.01.20;11:57:04;03.01.20;13:08:25;1:11:21;Vorbereitung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Übungen;03.01.20;10:06:07;03.01.20;11:16:16;1:10:09;Vorbereitung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Übungen;06.01.20;11:47:00;06.01.20;14:31:00;2:44:00;Vorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;Auctions;06.01.20;19:32:00;06.01.20;20:32:00;1:00:00;Home Assignment;Hauptstudium;WS2019
BWL;Marketing;Marketing;07.01.20;19:01:00;07.01.20;20:19:00;1:18:00;Vorbereitung;Hauptstudium;WS2019
BWL;Marketing;Marketing;07.01.20;10:51:00;07.01.20;12:00:00;1:09:00;Vorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;Strategic Thinking and Analysis II (LV-Nr: 1750) ABRAHAM D.;08.01.20;11:30:10;08.01.20;14:30:11;3:00:01;Vorlesung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;08.01.20;08:40:00;08.01.20;11:04:00;2:24:00;Nachbereitung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;08.01.20;14:30:05;08.01.20;14:30:06;0:00:01;Vorlesung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Angewandte Mikroökonomik (LV-Nr: 1689) BREMBERGER F., BREMBERGER C.;09.01.20;15:00:34;09.01.20;17:00:07;1:59:33;Vorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 2;HWK;10.01.20;09:17:24;10.01.20;10:32:24;1:15:00;Home Assignment;Hauptstudium;WS2019
