Fach;LV;Beschreibung;Start date;Start time;End date;End time;Duration;Tags;Studienphase;Semester
BWL;Accounting & Management Control II;Leistungsprogramm;06.05.19;19:55:41;06.05.19;20:30:53;0:35:12;Nachbereitung;CBK;SS2019
STATMATH;Statistik;Mittelwertvergleich;07.05.19;17:30:57;07.05.19;18:14:37;0:43:40;Vorbereitung;CBK;SS2019
STATMATH;Statistik;Mittelwertvergleich;07.05.19;19:34:07;07.05.19;19:48:07;0:14:00;Vorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Leistungsprogramm;08.05.19;14:00:44;08.05.19;17:00:49;3:00:05;Vorlesung;CBK;SS2019
STATMATH;Statistik;Mittelwertvergleich;08.05.19;10:30:26;08.05.19;13:00:26;2:30:00;Vorlesung;CBK;SS2019
STATMATH;Statistik;Mittelwertvergleich;08.05.19;09:30:15;08.05.19;10:30:19;1:00:04;Vorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Leistungsprogramm;08.05.19;17:00:16;08.05.19;17:30:16;0:30:00;Nachbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;1. Einheit: Zukunftsfähigkeit als wirtschaftliche Herausforderung;09.05.19;12:00:43;09.05.19;16:00:43;4:00:00;Vorlesung;CBK;SS2019
English Business Communication;English Business Communication 1;U6 Business Transactions 1: Inquiries & Offers;10.05.19;08:30:48;10.05.19;11:00:48;2:30:00;Vorlesung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;Hausübung;10.05.19;18:23:08;10.05.19;20:00:08;1:37:00;Nachbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;Hausübung;10.05.19;20:09:54;10.05.19;21:24:54;1:15:00;Nachbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;U6 Business Transactions 1: Inquiries & Offers;10.05.19;11:27:19;10.05.19;12:12:54;0:45:35;Nachbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;Grammar;11.05.19;16:15:35;11.05.19;17:21:48;1:06:13;Nachbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;U6 Business Transactions 1: Inquiries & Offers;11.05.19;17:22:00;11.05.19;18:23:39;1:01:39;Nachbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;2. Einheit: Umwelt und Wirtschaft;11.05.19;15:36:34;11.05.19;16:15:31;0:38:57;Vorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Leistungsprogramm;12.05.19;16:45:31;12.05.19;19:00:31;2:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Leistungsprogramm;12.05.19;11:41:50;12.05.19;12:56:50;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Preisgrenzen;12.05.19;21:10:42;12.05.19;21:32:54;0:22:12;Vorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Preisgrenzen;13.05.19;14:00:00;13.05.19;17:00:00;3:00:00;Vorlesung;CBK;SS2019
English Business Communication;English Business Communication 1;Hausübung;13.05.19;10:43:22;13.05.19;11:44:34;1:01:12;Vorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Preisgrenzen;14.05.19;16:09:06;14.05.19;18:24:06;2:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Preisgrenzen;14.05.19;14:08:09;14.05.19;15:23:09;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Preisgrenzen;14.05.19;13:04:40;14.05.19;13:44:24;0:39:44;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Preisgrenzen;14.05.19;11:45:00;14.05.19;12:20:23;0:35:23;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Preisgrenzen;14.05.19;18:17:33;14.05.19;18:41:47;0:24:14;Nachbereitung;CBK;SS2019
STATMATH;Statistik;ANOVA;15.05.19;08:00:45;15.05.19;11:00:51;3:00:06;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Preispolitik, Budgetierung;15.05.19;14:00:43;15.05.19;17:00:43;3:00:00;Vorlesung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;2. Einheit: Umwelt und Wirtschaft;16.05.19;12:00:25;16.05.19;16:00:25;4:00:00;Vorlesung;CBK;SS2019
English Business Communication;English Business Communication 1;U7 Business Transactions 2: Orders & Contracts;17.05.19;08:30:14;17.05.19;11:00:14;2:30:00;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Preispolitik, Budgetierung;17.05.19;18:00:55;17.05.19;18:30:22;0:29:27;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Preispolitik, Budgetierung;18.05.19;12:43:51;18.05.19;13:58:51;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Preispolitik, Budgetierung;18.05.19;16:58:16;18.05.19;18:13:16;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Preispolitik, Budgetierung;18.05.19;11:04:35;18.05.19;12:10:41;1:06:06;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Preispolitik, Budgetierung;18.05.19;18:30:13;18.05.19;19:30:24;1:00:11;Nachbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;2. Hausübung - Globalisierung;19.05.19;11:15:49;19.05.19;12:30:49;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Preispolitik, Budgetierung;19.05.19;11:00:33;19.05.19;11:15:39;0:15:06;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Budgetierung, Abweichungsanalyse;20.05.19;14:00:35;20.05.19;17:00:35;3:00:00;Vorlesung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;2. Hausübung - Globalisierung;20.05.19;09:35:32;20.05.19;11:00:32;1:25:00;Nachbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;2. Hausübung - Globalisierung;20.05.19;07:39:09;20.05.19;08:54:09;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Budgetierung, Abweichungsanalyse;21.05.19;11:00:11;21.05.19;14:00:11;3:00:00;Vorlesung;CBK;SS2019
STATMATH;Statistik;ANOVA;21.05.19;20:10:21;21.05.19;21:25:21;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Abweichungsanalyse;21.05.19;14:17:38;21.05.19;15:12:19;0:54:41;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Abweichungsanalyse;22.05.19;14:00:53;22.05.19;17:00:54;3:00:01;Vorlesung;CBK;SS2019
STATMATH;Statistik;Kontingenztafeln;22.05.19;10:30:52;22.05.19;13:00:52;2:30:00;Vorlesung;CBK;SS2019
STATMATH;Statistik;ANOVA;22.05.19;09:02:36;22.05.19;10:11:07;1:08:31;Nachbereitung;CBK;SS2019
STATMATH;Statistik;Kontingenztafeln;22.05.19;08:00:24;22.05.19;09:00:24;1:00:00;Vorlesung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;3. Einheit: Globalisierung;23.05.19;12:00:04;23.05.19;13:15:04;1:15:00;Vorlesung;CBK;SS2019
English Business Communication;English Business Communication 1;U7 Marketing 1: Introduction and Product Policy;24.05.19;08:30:17;24.05.19;13:00:35;4:30:18;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Abweichungsanalyse;26.05.19;14:22:01;26.05.19;15:37:01;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Abweichungsanalyse;26.05.19;12:57:11;26.05.19;13:59:35;1:02:24;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Break-Even-Analyse;27.05.19;14:00:36;27.05.19;17:00:59;3:00:23;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Abweichungsanalyse;27.05.19;09:30:59;27.05.19;10:45:59;1:15:00;Nachbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;3. Einheit: Globalisierung;27.05.19;10:45:37;27.05.19;11:11:04;0:25:27;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Abweichungsanalyse;27.05.19;12:20:35;27.05.19;12:30:41;0:10:06;Nachbereitung;CBK;SS2019
STATMATH;Statistik;Kontingenztafeln;28.05.19;11:37:35;28.05.19;12:52:35;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Abweichungsanalyse;28.05.19;19:45:43;28.05.19;21:00:43;1:15:00;Nachbereitung;CBK;SS2019
STATMATH;Statistik;Kontingenztafeln;28.05.19;18:00:14;28.05.19;18:43:24;0:43:10;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Abweichungsanalyse;28.05.19;21:01:49;28.05.19;21:15:24;0:13:35;Nachbereitung;CBK;SS2019
STATMATH;Statistik;Lineare Regression;29.05.19;08:00:00;29.05.19;13:00:00;5:00:00;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Jahresabschluss und AV;29.05.19;14:00:00;29.05.19;17:00:00;3:00:00;Vorlesung;CBK;SS2019
English Business Communication;English Business Communication 1;U7 Marketing 1: Introduction and Product Policy;29.05.19;19:39:09;29.05.19;20:00:09;0:21:00;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Jahresabschluss und AV;30.05.19;15:00:47;30.05.19;16:15:47;1:15:00;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Jahresabschluss und AV;30.05.19;17:43:41;30.05.19;18:28:46;0:45:05;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Jahresabschluss und AV;30.05.19;11:30:31;30.05.19;11:56:37;0:26:06;Vorlesung;CBK;SS2019
English Business Communication;English Business Communication 1;U8 - Marketing 1: Introduction and Product Policy;31.05.19;08:30:00;31.05.19;12:00:00;3:30:00;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Folgebewertung AV;03.06.19;14:00:57;03.06.19;17:00:15;2:59:18;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Folgebewertung AV;04.06.19;07:00:30;04.06.19;08:15:30;1:15:00;Vorlesung;CBK;SS2019
STATMATH;Statistik;Lineare Regression;04.06.19;08:25:42;04.06.19;09:40:42;1:15:00;Nachbereitung;CBK;SS2019
STATMATH;Statistik;Lineare Regression;04.06.19;12:37:48;04.06.19;13:52:48;1:15:00;Nachbereitung;CBK;SS2019
STATMATH;Statistik;Lineare Regression;04.06.19;15:16:58;04.06.19;16:31:58;1:15:00;Nachbereitung;CBK;SS2019
STATMATH;Statistik;Prüfungsvorbereitung;05.06.19;06:55:13;05.06.19;08:10:13;1:15:00;Prüfungsvorbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;3. Hausübung - Gerechtigkeit;05.06.19;10:30:31;05.06.19;11:45:31;1:15:00;Vorbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;3. Hausübung - Gerechtigkeit;05.06.19;12:39:49;05.06.19;13:40:49;1:01:00;Vorbereitung;CBK;SS2019
STATMATH;Statistik;Prüfungsvorbereitung;05.06.19;09:00:01;05.06.19;10:00:01;1:00:00;Prüfungsvorbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;3. Hausübung - Gerechtigkeit;05.06.19;17:00:22;05.06.19;17:55:26;0:55:04;Vorbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;Einheit 4: Gerechtigkeit und Wirtschaft;06.06.19;12:00:21;06.06.19;16:00:21;4:00:00;Vorlesung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;Einheit 4: Gerechtigkeit und Wirtschaft;06.06.19;06:15:22;06.06.19;07:30:22;1:15:00;Vorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Break-Even-Analyse;06.06.19;10:00:08;06.06.19;11:00:08;1:00:00;Vorlesung;CBK;SS2019
English Business Communication;English Business Communication 1;U10 - Marketing 3: Distribution;07.06.19;08:30:23;07.06.19;10:30:36;2:00:13;Vorlesung;CBK;SS2019
;Vorbereitung, Planung, Organisation;SBWL Recherche;07.06.19;16:48:59;07.06.19;18:03:59;1:15:00;;CBK;SS2019
BWL;Accounting & Management Control II;Break-Even-Analyse;07.06.19;19:40:04;07.06.19;20:48:49;1:08:45;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Break-Even-Analyse;07.06.19;21:22:34;07.06.19;21:42:40;0:20:06;Vorlesung;CBK;SS2019
English Business Communication;English Business Communication 1;U10 - Marketing 3: Distribution;08.06.19;13:12:24;08.06.19;14:27:24;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Break-Even-Analyse;08.06.19;08:27:06;08.06.19;09:27:12;1:00:06;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Break-Even-Analyse;08.06.19;12:33:02;08.06.19;13:12:21;0:39:19;Vorlesung;CBK;SS2019
English Business Communication;English Business Communication 1;U10 - Marketing 3: Distribution;08.06.19;20:00:37;08.06.19;20:18:46;0:18:09;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Abweichungsanalyse;10.06.19;09:27:51;10.06.19;10:42:51;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Financial Accounting;10.06.19;15:03:25;10.06.19;16:18:25;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Abweichungsanalyse;11.06.19;15:05:08;11.06.19;16:20:03;1:14:55;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Abweichungsanalyse;11.06.19;10:00:46;11.06.19;11:04:22;1:03:36;Nachbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;Final Exam prep;11.06.19;16:20:11;11.06.19;17:00:29;0:40:18;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Eigenkapital und Gewinnverwendung;12.06.19;14:00:56;12.06.19;17:00:56;3:00:00;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Financial Accounting;12.06.19;07:24:24;12.06.19;08:39:24;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Eigenkapital und Gewinnverwendung;12.06.19;19:53:09;12.06.19;21:08:09;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Financial Accounting;12.06.19;09:36:23;12.06.19;10:49:39;1:13:16;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Repetitorium;13.06.19;15:00:46;13.06.19;18:00:51;3:00:05;Prüfungsvorbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;Einheit 5: Zukunftsfähiges Wirtschaften;13.06.19;12:00:20;13.06.19;15:00:20;3:00:00;Vorlesung;CBK;SS2019
BWL;Accounting & Management Control II;Financial Accounting;13.06.19;19:32:15;13.06.19;20:16:57;0:44:42;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Financial Accounting;13.06.19;10:42:16;13.06.19;11:25:34;0:43:18;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Financial Accounting;14.06.19;10:26:30;14.06.19;11:41:30;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Financial Accounting;14.06.19;13:42:43;14.06.19;14:57:43;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Financial Accounting;14.06.19;16:34:38;14.06.19;17:49:38;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Financial Accounting;14.06.19;21:10:59;14.06.19;21:35:29;0:24:30;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Financial Accounting;15.06.19;05:30:13;15.06.19;06:45:13;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Financial Accounting;15.06.19;14:30:43;15.06.19;15:45:43;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Financial Accounting;15.06.19;18:28:59;15.06.19;19:43:59;1:15:00;Nachbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Financial Accounting;16.06.19;13:22:27;16.06.19;14:37:27;1:15:00;Nachbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;Prüfungsvorbereitung;16.06.19;21:00:00;16.06.19;21:24:00;0:24:00;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Repetitorium;17.06.19;09:00:02;17.06.19;13:00:16;4:00:14;Prüfungsvorbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;Final Exam prep;17.06.19;21:00:42;17.06.19;22:14:22;1:13:40;Prüfungsvorbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;Final Exam prep;17.06.19;17:30:04;17.06.19;18:20:55;0:50:51;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Repetitorium;18.06.19;16:01:21;18.06.19;19:00:21;2:59:00;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Repetitorium;19.06.19;10:00:56;19.06.19;13:00:56;3:00:00;Prüfungsvorbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;Final Exam prep;19.06.19;06:31:35;19.06.19;07:46:35;1:15:00;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;19.06.19;17:15:18;19.06.19;18:30:18;1:15:00;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;19.06.19;18:39:29;19.06.19;19:41:43;1:02:14;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;20.06.19;09:35:54;20.06.19;10:50:54;1:15:00;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;20.06.19;14:58:50;20.06.19;16:01:28;1:02:38;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;20.06.19;13:43:35;20.06.19;14:30:35;0:47:00;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;21.06.19;09:56:58;21.06.19;12:00:58;2:04:00;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;21.06.19;06:34:06;21.06.19;07:44:53;1:10:47;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;21.06.19;19:43:14;21.06.19;20:51:47;1:08:33;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;22.06.19;11:36:35;22.06.19;12:38:14;1:01:39;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;22.06.19;15:38:48;22.06.19;16:36:50;0:58:02;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;22.06.19;09:16:40;22.06.19;10:08:30;0:51:50;Prüfungsvorbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;Final Exam prep;22.06.19;21:04:50;22.06.19;21:45:31;0:40:41;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;22.06.19;14:48:14;22.06.19;15:22:36;0:34:22;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;23.06.19;14:50:07;23.06.19;16:05:07;1:15:00;Prüfungsvorbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;Final Exam prep;23.06.19;10:23:52;23.06.19;11:18:34;0:54:42;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;23.06.19;11:57:25;23.06.19;12:46:23;0:48:58;Prüfungsvorbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;Final Exam prep;23.06.19;06:45:37;23.06.19;07:33:56;0:48:19;Prüfungsvorbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;Final Exam prep;23.06.19;08:22:59;23.06.19;09:00:57;0:37:58;Prüfungsvorbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;Final Exam prep;23.06.19;20:24:58;23.06.19;21:00:01;0:35:03;Prüfungsvorbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;Final Exam prep;23.06.19;17:38:33;23.06.19;18:00:31;0:21:58;Prüfungsvorbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;Final Exam;24.06.19;14:30:34;24.06.19;16:00:37;1:30:03;Prüfungsvorbereitung;CBK;SS2019
English Business Communication;English Business Communication 1;Final Exam prep;24.06.19;11:16:18;24.06.19;12:31:18;1:15:00;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfung;25.06.19;14:00:29;25.06.19;16:00:30;2:00:01;Prüfungsvorbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;Prüfungsvorbereitung;25.06.19;06:31:35;25.06.19;07:46:35;1:15:00;Prüfungsvorbereitung;CBK;SS2019
BWL;Accounting & Management Control II;Prüfungsvorbereitung;25.06.19;09:42:19;25.06.19;10:57:19;1:15:00;Prüfungsvorbereitung;CBK;SS2019
Sozioökonomie;Zukunftsfähiges Wirtschaften I;Prüfung;25.06.19;12:30:55;25.06.19;13:30:58;1:00:03;Prüfungsvorbereitung;CBK;SS2019
;Vorbereitung, Planung, Organisation;TL Bewerbung;17.08.19;16:52:39;17.08.19;18:07:39;1:15:00;;Hauptstudium;WS2019
;Vorbereitung, Planung, Organisation;TL Bewerbung;17.08.19;18:30:36;17.08.19;19:25:16;0:54:40;;Hauptstudium;WS2019
;Vorbereitung, Planung, Organisation;TL Bewerbung;18.08.19;22:39:22;18.08.19;23:54:22;1:15:00;;Hauptstudium;WS2019
;Vorbereitung, Planung, Organisation;Strategy & Data SBWL Aufnahmeprüfung;01.09.19;16:53:30;01.09.19;18:08:30;1:15:00;;Hauptstudium;WS2019
;Vorbereitung, Planung, Organisation;Strategy & Data SBWL Aufnahmeprüfung;01.09.19;18:48:41;01.09.19;20:00:53;1:12:12;;Hauptstudium;WS2019
;Vorbereitung, Planung, Organisation;Strategy & Data SBWL Aufnahmeprüfung;03.09.19;14:18:14;03.09.19;15:33:14;1:15:00;;Hauptstudium;WS2019
;Vorbereitung, Planung, Organisation;Strategy & Data SBWL Aufnahmeprüfung;03.09.19;15:36:42;03.09.19;16:51:42;1:15:00;;Hauptstudium;WS2019
;Vorbereitung, Planung, Organisation;Strategy & Data SBWL Aufnahmeprüfung;03.09.19;11:40:13;03.09.19;12:30:47;0:50:34;;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Welcome Event;30.09.19;15:00:00;30.09.19;18:00:00;3:00:00;Vorlesung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Welcome Event;01.10.19;16:00:00;01.10.19;19:30:00;3:30:00;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Lecture 1;02.10.19;10:00:00;02.10.19;13:00:00;3:00:00;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Reading;05.10.19;20:00:00;05.10.19;21:00:00;1:00:00;Vorbereitung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 1;06.10.19;18:34:25;06.10.19;19:49:25;1:15:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 1;07.10.19;12:54:16;07.10.19;15:09:16;2:15:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 1;07.10.19;07:35:25;07.10.19;08:50:25;1:15:00;Home Assignment;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Prepare for lecture;07.10.19;15:00:30;07.10.19;15:37:44;0:37:14;Vorbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Kurs I - Introduction to Strategy and Managerial Accounting (LV-Nr: 374) PARSHUKOVA O., KLEIN AL., N.N.;08.10.19;13:30:00;08.10.19;17:00:00;3:30:00;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Strategic Thinking and Analysis I (LV-Nr: 1749) GRIMM C.;09.10.19;10:00:00;09.10.19;13:00:00;3:00:00;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;prepare;09.10.19;09:00:32;09.10.19;09:30:32;0:30:00;Vorlesung;Hauptstudium;WS2019
;Vorbereitung, Planung, Organisation;MS/Open Office für Wirtschaftswissenschaftler/innen (LV-Nr: 450) BAIER R.;10.10.19;10:30:00;10.10.19;16:00:00;5:30:00;Vorlesung;Hauptstudium;WS2019
;Vorbereitung, Planung, Organisation;MS/Open Office für Wirtschaftswissenschaftler/innen (LV-Nr: 450) BAIER R.;10.10.19;10:30:00;10.10.19;16:00:00;5:30:00;Vorlesung;Hauptstudium;WS2019
VWL;Angewandte Mikroökonomik;Vorlesung;10.10.19;15:00:11;10.10.19;17:00:11;2:00:00;Vorlesung;Hauptstudium;WS2019
;Vorbereitung, Planung, Organisation;MS/Open Office für Wirtschaftswissenschaftler/innen (LV-Nr: 450) BAIER R.;11.10.19;08:00:00;11.10.19;13:00:00;5:00:00;Vorlesung;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 2;13.10.19;13:57:50;13.10.19;16:12:50;2:15:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 2;13.10.19;10:02:45;13.10.19;12:00:45;1:58:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 2;13.10.19;08:03:11;13.10.19;10:00:11;1:57:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 2;13.10.19;16:37:00;13.10.19;17:52:00;1:15:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 2;14.10.19;14:42:31;14.10.19;15:57:31;1:15:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 2;14.10.19;16:11:59;14.10.19;17:13:55;1:01:56;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 2;15.10.19;11:25:12;15.10.19;12:40:12;1:15:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 2;15.10.19;12:40:16;15.10.19;13:55:16;1:15:00;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Homeassignment 2;15.10.19;17:33:20;15.10.19;18:37:30;1:04:10;Home Assignment;Hauptstudium;WS2019
Strategy & Data;Strategy & Data: Strategy 1;Strategic Thinking and Analysis I (LV-Nr: 1749) GRIMM C.;16.10.19;10:00:00;16.10.19;13:00:00;3:00:00;Vorlesung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;16.10.19;14:30:00;16.10.19;16:00:00;1:30:00;Vorlesung;Hauptstudium;WS2019
English Business Communication;EBC2;Fremdsprachliche Wirtschaftskommunikation II - Englisch (LV-Nr: 1323) SCHMIDT-UNTERBERGER B.;16.10.19;16:30:50;16.10.19;17:27:37;0:56:47;Nachbereitung;Hauptstudium;WS2019
IfU;Introduction to Strategic Management;Prepare for lecture;17.10.19;09:00:00;17.10.19;11:42:00;2:42:00;Vorbereitung;Hauptstudium;WS2019
